face,demeanor,game,height,lightsaber,type
beard,calm,chutes,39.67,blue,Jedi
clean,calm,monopoly,67.66,red,Sith
beard,calm,monopoly,73.48,green,Jedi
beard,calm,chutes,53.55,blue,Jedi
clean,calm,monopoly,70.59,red,Sith
clean,menacing,chutes,71.47,blue,Sith
clean,calm,monopoly,68.57,green,Sith
beard,calm,monopoly,70.97,green,Jedi
clean,calm,monopoly,69.57,red,Sith
beard,calm,monopoly,56.78,red,Jedi
clean,menacing,monopoly,72.25,red,Sith
beard,calm,monopoly,74.21,green,Jedi
clean,menacing,monopoly,64.49,blue,Sith
clean,calm,chutes,75.04,red,Sith
clean,menacing,clue,72.1,blue,Sith
beard,calm,clue,83.51,green,Jedi
clean,menacing,chutes,73.23,red,Sith
beard,menacing,monopoly,70.38,blue,Sith
clean,menacing,chutes,73.81,red,Sith
clean,calm,clue,77.61,blue,Sith
clean,calm,clue,71.3,red,Sith
beard,calm,monopoly,75.96,green,Jedi
clean,calm,clue,74.49,red,Sith
beard,calm,monopoly,55.28,green,Jedi
beard,calm,clue,66.15,green,Jedi
clean,menacing,chutes,57.9,red,Sith
beard,calm,chutes,45.61,green,Jedi
beard,calm,clue,68.28,blue,Jedi
clean,menacing,clue,59.12,red,Sith
clean,calm,monopoly,67.9,red,Sith
beard,calm,monopoly,80.18,green,Jedi
clean,menacing,monopoly,71.2,red,Sith
clean,menacing,monopoly,77.24,red,Sith
beard,calm,monopoly,78.11,blue,Jedi
clean,menacing,clue,62.48,red,Sith
clean,calm,chutes,85.09,blue,Jedi
clean,calm,chutes,64.2,red,Sith
clean,calm,monopoly,73.14,red,Sith
beard,calm,monopoly,45.17,green,Jedi
clean,menacing,clue,80.22,green,Sith
clean,menacing,monopoly,73.59,red,Sith
beard,calm,clue,86.25,blue,Jedi
clean,menacing,clue,69.25,red,Sith
clean,menacing,clue,72.72,red,Sith
clean,menacing,monopoly,68.39,green,Sith
beard,calm,monopoly,80.37,green,Jedi
clean,calm,monopoly,66.47,red,Sith
clean,menacing,clue,67.69,red,Sith
beard,calm,chutes,69.96,red,Sith
clean,menacing,monopoly,67.12,red,Sith
clean,menacing,monopoly,72.29,red,Sith
beard,calm,clue,72.19,blue,Jedi
clean,menacing,clue,67.01,red,Sith
clean,calm,clue,69.36,blue,Sith
beard,menacing,clue,46.0,green,Jedi
clean,menacing,chutes,77.39,red,Sith
clean,menacing,clue,70.83,red,Sith
beard,calm,monopoly,59.29,green,Jedi
clean,menacing,monopoly,67.95,blue,Sith
clean,calm,chutes,65.35,blue,Jedi
beard,menacing,clue,69.89,blue,Jedi
beard,calm,monopoly,61.39,blue,Jedi
clean,calm,chutes,67.43,blue,Sith
beard,calm,clue,73.33,green,Jedi
clean,calm,monopoly,62.38,red,Sith
clean,calm,monopoly,58.5,red,Sith
clean,calm,chutes,74.41,green,Sith
clean,menacing,chutes,69.16,red,Sith
clean,menacing,monopoly,67.28,red,Sith
clean,menacing,monopoly,76.44,red,Sith
clean,calm,chutes,73.9,blue,Sith
clean,calm,monopoly,64.3,red,Sith
clean,calm,chutes,43.09,green,Jedi
clean,menacing,monopoly,69.19,red,Sith
clean,calm,clue,69.67,blue,Sith
clean,calm,clue,67.34,blue,Sith
beard,calm,chutes,87.87,blue,Jedi
clean,calm,monopoly,71.93,green,Jedi
beard,calm,clue,73.63,green,Jedi
clean,calm,clue,68.08,red,Sith
clean,calm,chutes,65.3,green,Jedi
beard,calm,monopoly,58.74,red,Jedi
beard,calm,clue,81.83,green,Jedi
clean,calm,clue,71.03,red,Sith
clean,calm,chutes,67.12,blue,Sith
clean,menacing,monopoly,70.4,red,Sith
clean,menacing,clue,67.16,red,Sith
clean,calm,clue,51.04,blue,Jedi
beard,calm,chutes,84.13,green,Jedi
beard,calm,chutes,40.33,green,Jedi
beard,calm,monopoly,56.12,blue,Jedi
beard,calm,chutes,80.19,green,Jedi
beard,menacing,chutes,50.33,green,Jedi
clean,calm,chutes,68.9,red,Sith
beard,calm,chutes,55.23,green,Jedi
beard,calm,clue,71.05,green,Jedi
clean,calm,chutes,74.4,red,Sith
beard,calm,monopoly,39.64,red,Jedi
beard,calm,monopoly,60.58,blue,Jedi
clean,calm,chutes,75.88,red,Sith
clean,calm,clue,76.34,red,Sith
beard,calm,clue,42.22,blue,Jedi
clean,menacing,chutes,68.36,red,Sith
clean,calm,chutes,75.81,blue,Jedi
beard,calm,chutes,70.58,green,Jedi
clean,calm,monopoly,68.34,red,Jedi
beard,calm,chutes,60.18,green,Jedi
clean,menacing,monopoly,75.14,red,Sith
beard,calm,chutes,60.91,blue,Jedi
clean,calm,clue,73.61,red,Sith
beard,calm,chutes,61.98,blue,Jedi
beard,calm,monopoly,81.86,green,Jedi
beard,calm,clue,61.06,blue,Jedi
clean,calm,chutes,70.86,green,Sith
clean,calm,monopoly,69.34,red,Sith
beard,calm,clue,85.94,green,Jedi
beard,calm,chutes,72.7,green,Jedi
clean,menacing,monopoly,69.05,red,Sith
beard,calm,chutes,75.82,red,Sith
clean,calm,chutes,64.09,red,Sith
clean,calm,chutes,67.92,red,Sith
clean,calm,monopoly,61.11,green,Jedi
beard,menacing,monopoly,49.32,green,Jedi
beard,calm,monopoly,61.99,green,Jedi
clean,calm,monopoly,63.96,red,Sith
clean,menacing,clue,69.73,red,Sith
clean,menacing,monopoly,62.18,red,Sith
clean,menacing,chutes,72.76,red,Sith
beard,calm,clue,47.92,blue,Jedi
beard,calm,monopoly,68.96,blue,Jedi
clean,calm,chutes,76.37,red,Sith
clean,calm,monopoly,71.82,blue,Sith
clean,calm,clue,72.87,blue,Sith
beard,calm,clue,34.21,green,Jedi
clean,calm,clue,75.25,red,Sith
beard,calm,chutes,61.55,green,Jedi
clean,calm,monopoly,60.54,red,Sith
beard,calm,clue,64.83,blue,Jedi
clean,menacing,monopoly,75.14,red,Sith
beard,calm,clue,52.4,green,Jedi
clean,calm,monopoly,57.33,red,Sith
beard,menacing,monopoly,62.83,blue,Jedi
beard,calm,clue,67.17,red,Jedi
clean,menacing,chutes,64.68,blue,Sith
beard,calm,monopoly,56.69,red,Jedi
beard,calm,monopoly,71.43,green,Jedi
clean,calm,monopoly,69.82,red,Sith
clean,menacing,clue,68.25,red,Sith
clean,menacing,monopoly,76.33,red,Sith
clean,calm,clue,77.3,red,Sith
clean,calm,chutes,63.61,blue,Jedi
clean,menacing,monopoly,68.29,red,Sith
clean,calm,clue,64.46,red,Sith
clean,calm,chutes,75.21,red,Sith
beard,calm,clue,60.66,green,Jedi
clean,calm,monopoly,61.21,blue,Jedi
beard,menacing,monopoly,74.09,green,Jedi
clean,menacing,monopoly,73.94,blue,Sith
clean,menacing,chutes,74.92,red,Sith
beard,calm,monopoly,89.75,green,Jedi
clean,calm,monopoly,75.79,red,Sith
clean,calm,monopoly,75.21,red,Sith
beard,calm,monopoly,68.54,green,Jedi
clean,calm,monopoly,64.52,red,Sith
clean,menacing,clue,75.11,red,Sith
beard,calm,monopoly,56.55,blue,Jedi
beard,menacing,monopoly,82.04,red,Sith
clean,calm,chutes,78.98,green,Sith
clean,calm,clue,75.6,red,Sith
clean,calm,clue,49.29,blue,Jedi
beard,calm,monopoly,52.68,green,Jedi
beard,calm,chutes,60.09,green,Jedi
clean,menacing,chutes,65.46,red,Sith
beard,menacing,clue,71.85,red,Sith
clean,calm,monopoly,73.53,red,Sith
beard,calm,monopoly,81.02,green,Jedi
clean,menacing,monopoly,68.93,red,Sith
clean,calm,monopoly,56.96,red,Sith
beard,calm,clue,76.6,blue,Jedi
clean,menacing,clue,66.57,red,Sith
clean,menacing,chutes,73.38,green,Sith
clean,menacing,monopoly,70.42,green,Sith
beard,calm,clue,54.42,blue,Jedi
clean,calm,clue,77.06,blue,Jedi
clean,calm,clue,73.0,red,Jedi
clean,menacing,monopoly,66.99,red,Sith
clean,calm,monopoly,71.81,green,Jedi
clean,calm,clue,60.39,blue,Jedi
clean,calm,monopoly,60.66,green,Jedi
clean,calm,chutes,71.29,red,Sith
beard,calm,monopoly,67.5,green,Jedi
clean,calm,chutes,51.61,blue,Jedi
clean,menacing,monopoly,64.96,red,Sith
clean,calm,monopoly,77.44,green,Sith
clean,calm,monopoly,66.95,red,Sith
clean,calm,chutes,71.0,blue,Jedi
clean,menacing,clue,76.72,red,Sith
beard,calm,monopoly,64.7,green,Jedi
clean,calm,monopoly,75.11,red,Sith
beard,menacing,clue,63.29,red,Sith
beard,calm,chutes,50.25,blue,Jedi
beard,menacing,chutes,62.86,green,Jedi
beard,calm,monopoly,53.41,blue,Jedi
clean,calm,clue,71.37,red,Sith
beard,menacing,clue,62.37,red,Sith
clean,calm,monopoly,66.21,red,Sith
beard,calm,chutes,56.5,red,Jedi
clean,menacing,clue,68.38,red,Sith
clean,menacing,chutes,66.99,red,Sith
clean,menacing,clue,58.08,red,Sith
beard,menacing,clue,75.0,green,Jedi
clean,calm,monopoly,60.17,blue,Jedi
beard,calm,monopoly,45.38,blue,Jedi
clean,calm,chutes,74.58,red,Sith
beard,calm,clue,80.88,green,Jedi
clean,menacing,chutes,66.16,red,Sith
beard,calm,monopoly,65.23,blue,Jedi
clean,calm,monopoly,74.67,red,Sith
beard,calm,chutes,62.07,blue,Jedi
clean,menacing,monopoly,66.04,blue,Sith
clean,calm,clue,68.63,red,Sith
clean,menacing,clue,77.34,red,Sith
clean,calm,clue,70.04,red,Sith
clean,menacing,monopoly,72.74,red,Sith
beard,calm,clue,70.69,red,Sith
clean,menacing,chutes,74.66,red,Sith
beard,calm,monopoly,69.31,blue,Jedi
beard,menacing,clue,70.44,green,Jedi
beard,calm,monopoly,68.81,green,Jedi
beard,calm,monopoly,50.84,blue,Jedi
beard,calm,monopoly,48.78,green,Jedi
clean,calm,monopoly,67.64,blue,Jedi
clean,menacing,clue,64.08,red,Sith
beard,calm,clue,72.89,blue,Jedi
beard,calm,chutes,42.93,green,Jedi
clean,calm,clue,66.5,green,Sith
beard,calm,monopoly,85.73,green,Jedi
clean,menacing,clue,71.45,red,Sith
clean,menacing,chutes,65.74,red,Sith
clean,calm,chutes,72.83,red,Sith
clean,calm,clue,67.94,red,Sith
clean,menacing,chutes,64.14,red,Sith
beard,calm,monopoly,72.4,blue,Jedi
clean,calm,clue,72.87,red,Sith
clean,menacing,chutes,68.13,red,Sith
clean,calm,monopoly,67.67,green,Jedi
clean,menacing,chutes,74.11,red,Sith
beard,calm,chutes,64.53,green,Jedi
beard,calm,monopoly,58.71,green,Jedi
clean,calm,monopoly,69.4,red,Sith
clean,menacing,monopoly,70.67,red,Sith
clean,menacing,chutes,73.18,red,Sith
beard,calm,clue,69.75,red,Sith
beard,calm,monopoly,69.85,blue,Jedi
beard,calm,monopoly,72.72,green,Jedi
beard,calm,clue,67.23,green,Jedi
clean,menacing,chutes,65.08,red,Sith
beard,menacing,monopoly,63.96,blue,Jedi
clean,menacing,monopoly,67.59,red,Sith
clean,calm,chutes,71.39,red,Sith
clean,calm,clue,84.51,blue,Jedi
clean,calm,chutes,64.07,red,Sith
clean,calm,clue,76.98,green,Jedi
clean,menacing,monopoly,66.59,blue,Sith
clean,calm,chutes,70.41,green,Jedi
clean,menacing,chutes,72.1,red,Sith
clean,calm,monopoly,74.28,red,Sith
clean,calm,clue,60.02,red,Sith
clean,calm,chutes,70.56,red,Sith
clean,menacing,monopoly,71.18,blue,Sith
beard,calm,clue,49.87,blue,Jedi
beard,calm,monopoly,62.63,green,Jedi
clean,calm,monopoly,75.0,red,Sith
clean,menacing,monopoly,80.21,red,Sith
beard,calm,clue,69.41,blue,Jedi
clean,calm,chutes,74.49,blue,Jedi
clean,calm,monopoly,72.88,red,Sith
clean,menacing,monopoly,60.66,blue,Jedi
clean,calm,monopoly,68.15,green,Jedi
clean,calm,chutes,72.99,red,Sith
beard,calm,clue,52.14,blue,Jedi
beard,calm,monopoly,50.5,green,Jedi
clean,menacing,chutes,68.14,red,Sith
beard,calm,chutes,62.04,green,Jedi
beard,calm,monopoly,60.96,green,Jedi
clean,menacing,chutes,69.61,red,Sith
clean,menacing,monopoly,67.83,red,Sith
clean,calm,chutes,80.36,red,Sith
clean,calm,monopoly,60.79,red,Sith
clean,calm,chutes,74.54,red,Sith
clean,calm,monopoly,69.61,red,Sith
clean,calm,clue,68.01,blue,Jedi
clean,calm,chutes,64.75,red,Sith
clean,menacing,clue,73.63,red,Sith
clean,calm,monopoly,74.17,red,Sith
clean,calm,clue,51.12,blue,Jedi
beard,calm,clue,78.21,green,Jedi
beard,calm,chutes,51.94,blue,Jedi
beard,calm,clue,72.07,blue,Jedi
beard,menacing,monopoly,75.8,green,Jedi
clean,menacing,chutes,67.5,red,Sith
clean,menacing,chutes,69.28,red,Sith
clean,calm,monopoly,70.33,red,Sith
clean,menacing,monopoly,66.59,red,Sith
clean,calm,chutes,65.69,red,Sith
clean,calm,chutes,73.44,red,Sith
clean,calm,chutes,70.51,red,Sith
clean,calm,clue,80.25,red,Sith
clean,menacing,monopoly,71.59,red,Sith
clean,menacing,monopoly,66.85,red,Sith
beard,calm,monopoly,72.61,red,Sith
clean,calm,chutes,66.12,red,Sith
clean,calm,chutes,81.73,red,Sith
beard,calm,monopoly,76.31,green,Jedi
clean,calm,clue,70.2,red,Sith
clean,calm,chutes,67.55,red,Sith
clean,menacing,monopoly,72.1,red,Sith
clean,calm,clue,66.91,green,Jedi
beard,calm,clue,70.8,green,Jedi
clean,menacing,chutes,71.39,green,Sith
beard,calm,clue,65.89,blue,Jedi
clean,menacing,chutes,66.7,red,Sith
clean,menacing,monopoly,72.38,red,Sith
clean,menacing,chutes,74.59,red,Sith
clean,menacing,chutes,66.85,red,Sith
clean,menacing,monopoly,75.21,red,Sith
clean,calm,clue,63.6,red,Sith
clean,menacing,clue,72.15,red,Sith
clean,menacing,monopoly,67.3,blue,Sith
clean,menacing,clue,75.52,green,Sith
clean,calm,clue,74.6,red,Sith
clean,menacing,chutes,74.31,red,Sith
clean,calm,chutes,61.89,green,Jedi
beard,calm,monopoly,52.9,green,Jedi
beard,calm,monopoly,70.75,green,Jedi
beard,calm,chutes,76.46,green,Jedi
clean,menacing,monopoly,69.05,blue,Jedi
clean,calm,chutes,70.87,red,Sith
clean,menacing,chutes,67.05,red,Sith
clean,menacing,chutes,71.21,red,Sith
clean,calm,monopoly,56.75,blue,Jedi
clean,menacing,clue,62.15,red,Sith
beard,calm,chutes,68.59,blue,Jedi
beard,calm,clue,69.98,blue,Jedi
clean,calm,chutes,78.12,red,Sith
clean,menacing,clue,73.44,red,Sith
clean,menacing,monopoly,69.54,red,Sith
beard,menacing,clue,50.38,blue,Jedi
clean,menacing,monopoly,69.81,red,Sith
beard,calm,clue,87.58,blue,Jedi
clean,calm,clue,75.81,green,Jedi
beard,calm,monopoly,70.87,blue,Jedi
clean,calm,monopoly,68.93,red,Sith
clean,menacing,chutes,71.01,red,Sith
beard,calm,clue,70.65,green,Jedi
clean,calm,chutes,71.61,red,Sith
beard,calm,monopoly,57.28,blue,Jedi
clean,calm,clue,78.31,green,Jedi
clean,calm,chutes,64.79,red,Sith
beard,calm,clue,67.5,blue,Sith
clean,calm,chutes,74.69,red,Sith
clean,calm,clue,92.03,blue,Jedi
clean,calm,monopoly,75.37,blue,Sith
clean,menacing,monopoly,78.44,red,Sith
beard,calm,monopoly,69.39,green,Jedi
beard,calm,clue,47.91,green,Jedi
clean,calm,chutes,74.0,red,Sith
clean,calm,clue,68.0,blue,Jedi
clean,calm,monopoly,68.99,red,Sith
clean,menacing,monopoly,63.29,red,Sith
beard,calm,monopoly,62.78,blue,Jedi
beard,calm,monopoly,64.08,blue,Jedi
clean,calm,monopoly,62.66,blue,Sith
clean,calm,monopoly,71.41,red,Sith
clean,calm,clue,81.34,red,Sith
clean,menacing,monopoly,68.61,red,Sith
beard,calm,clue,61.98,blue,Jedi
clean,menacing,chutes,75.04,red,Sith
beard,calm,clue,78.16,blue,Jedi
beard,calm,clue,62.82,blue,Jedi
clean,menacing,clue,69.41,red,Sith
clean,calm,monopoly,74.67,red,Sith
clean,menacing,monopoly,74.0,red,Sith
clean,calm,clue,67.23,red,Sith
clean,calm,clue,67.17,red,Sith
clean,menacing,monopoly,69.34,red,Sith
beard,calm,clue,67.68,red,Sith
clean,menacing,chutes,71.51,blue,Sith
clean,menacing,chutes,65.67,red,Sith
beard,calm,chutes,72.23,green,Jedi
clean,menacing,clue,75.62,red,Sith
clean,calm,chutes,80.12,red,Sith
clean,calm,clue,66.62,red,Sith
clean,calm,monopoly,79.38,red,Sith
beard,calm,monopoly,77.71,red,Jedi
clean,calm,chutes,67.43,blue,Sith
clean,calm,monopoly,70.67,red,Sith
clean,calm,chutes,75.83,red,Sith
clean,menacing,clue,75.87,red,Sith
clean,menacing,monopoly,63.67,red,Sith
clean,menacing,clue,69.51,red,Sith
clean,calm,monopoly,62.47,blue,Jedi
beard,menacing,clue,74.84,red,Sith
beard,calm,monopoly,65.96,blue,Jedi
beard,calm,monopoly,75.86,blue,Jedi
beard,calm,monopoly,80.96,green,Jedi
beard,menacing,chutes,75.66,red,Sith
clean,menacing,chutes,56.91,green,Jedi
clean,calm,monopoly,64.29,red,Sith
clean,calm,clue,72.04,red,Sith
clean,calm,monopoly,83.69,green,Jedi
clean,menacing,chutes,72.25,red,Sith
beard,calm,monopoly,42.02,green,Jedi
clean,calm,clue,71.25,red,Sith
clean,calm,monopoly,68.23,red,Sith
clean,menacing,clue,77.1,red,Sith
beard,calm,chutes,56.0,green,Jedi
clean,calm,monopoly,72.96,blue,Sith
clean,calm,monopoly,74.02,red,Sith
clean,menacing,chutes,61.13,blue,Jedi
clean,calm,monopoly,73.13,red,Sith
clean,menacing,clue,67.96,red,Sith
beard,calm,chutes,56.33,green,Jedi
clean,menacing,monopoly,67.69,green,Sith
beard,calm,clue,50.55,blue,Jedi
beard,calm,chutes,71.1,green,Jedi
beard,calm,chutes,57.76,green,Jedi
clean,menacing,monopoly,74.2,blue,Sith
clean,calm,monopoly,62.65,red,Sith
clean,calm,chutes,77.11,blue,Jedi
beard,calm,monopoly,75.25,blue,Sith
clean,menacing,monopoly,77.28,blue,Sith
clean,calm,clue,66.4,red,Sith
clean,menacing,clue,66.17,red,Sith
clean,calm,monopoly,70.99,blue,Sith
clean,calm,monopoly,75.28,green,Jedi
clean,menacing,monopoly,71.45,red,Sith
clean,menacing,monopoly,63.99,red,Sith
clean,menacing,clue,72.62,red,Sith
beard,calm,monopoly,48.14,blue,Jedi
clean,menacing,chutes,68.35,blue,Sith
beard,calm,monopoly,76.57,blue,Sith
clean,menacing,clue,60.8,red,Sith
clean,calm,monopoly,64.9,blue,Jedi
clean,calm,chutes,59.54,blue,Jedi
clean,calm,clue,75.48,red,Sith
beard,calm,monopoly,64.9,blue,Jedi
clean,calm,monopoly,68.25,red,Sith
clean,calm,clue,61.02,red,Sith
clean,calm,clue,75.19,green,Jedi
clean,calm,clue,71.34,red,Sith
clean,calm,clue,69.29,blue,Jedi
clean,menacing,monopoly,72.55,red,Sith
clean,calm,chutes,79.96,red,Sith
clean,menacing,monopoly,71.63,red,Sith
clean,menacing,chutes,63.74,green,Sith
clean,menacing,clue,73.55,red,Sith
clean,menacing,clue,69.36,red,Sith
clean,calm,chutes,66.03,red,Sith
clean,calm,clue,75.93,red,Sith
beard,menacing,monopoly,74.62,green,Jedi
beard,calm,monopoly,69.5,blue,Jedi
clean,calm,chutes,74.19,red,Sith
beard,calm,chutes,71.56,green,Jedi
clean,menacing,monopoly,68.44,green,Sith
clean,calm,clue,68.77,red,Sith
clean,menacing,monopoly,69.51,red,Sith
clean,calm,clue,78.24,red,Sith
clean,calm,monopoly,75.7,red,Sith
beard,calm,clue,65.51,blue,Jedi
clean,calm,clue,64.31,green,Jedi
beard,calm,monopoly,52.88,green,Jedi
clean,calm,clue,60.15,green,Jedi
clean,calm,monopoly,76.63,red,Sith
clean,menacing,monopoly,73.5,green,Sith
clean,menacing,chutes,65.05,red,Sith
clean,calm,monopoly,73.97,red,Sith
beard,calm,chutes,38.44,blue,Jedi
clean,calm,monopoly,79.05,red,Sith
clean,calm,chutes,71.99,red,Sith
beard,calm,clue,48.82,green,Jedi
clean,menacing,chutes,64.77,red,Sith
clean,calm,clue,71.7,red,Sith
clean,calm,clue,76.58,red,Sith
beard,calm,chutes,53.25,green,Jedi
clean,calm,clue,68.38,red,Sith
beard,calm,chutes,59.12,blue,Jedi
clean,menacing,clue,67.0,red,Sith
clean,menacing,chutes,70.58,red,Sith
clean,menacing,clue,59.52,red,Sith
clean,menacing,monopoly,80.98,red,Sith
clean,calm,monopoly,70.23,red,Sith
clean,calm,monopoly,68.01,green,Jedi
clean,calm,clue,73.41,red,Sith
clean,menacing,chutes,69.08,red,Sith
clean,calm,chutes,57.87,red,Sith
clean,calm,chutes,72.91,red,Sith
clean,calm,monopoly,68.77,green,Sith
beard,calm,chutes,59.51,green,Jedi
clean,calm,monopoly,79.43,red,Sith
clean,calm,monopoly,70.65,red,Sith
clean,calm,clue,61.47,blue,Jedi
clean,calm,monopoly,70.63,green,Sith
beard,calm,chutes,61.53,green,Jedi
clean,menacing,monopoly,64.55,red,Sith
clean,calm,clue,72.77,green,Sith
clean,calm,monopoly,61.93,red,Sith
beard,menacing,monopoly,70.37,blue,Jedi
beard,calm,chutes,51.11,red,Jedi
clean,calm,chutes,66.48,red,Sith
clean,menacing,monopoly,70.02,red,Sith
beard,menacing,chutes,96.18,green,Jedi
clean,calm,chutes,52.42,red,Sith
clean,calm,chutes,45.01,green,Jedi
beard,calm,monopoly,47.1,green,Jedi
clean,menacing,chutes,63.0,blue,Sith
beard,menacing,chutes,65.61,blue,Jedi
clean,menacing,monopoly,48.92,blue,Jedi
beard,calm,monopoly,62.7,green,Jedi
clean,calm,monopoly,61.2,red,Jedi
clean,menacing,chutes,74.15,red,Sith
clean,menacing,clue,65.19,red,Sith
beard,calm,monopoly,61.03,green,Jedi
beard,calm,clue,72.28,green,Jedi
beard,calm,monopoly,62.16,blue,Jedi
clean,menacing,chutes,70.83,red,Sith
beard,calm,chutes,58.13,blue,Jedi
beard,calm,clue,68.31,red,Sith
clean,calm,clue,68.52,red,Sith
clean,menacing,clue,66.58,red,Sith
clean,menacing,monopoly,82.63,red,Sith
beard,calm,monopoly,62.55,blue,Jedi
beard,calm,chutes,64.64,green,Jedi
clean,calm,chutes,64.32,red,Sith
beard,calm,monopoly,83.62,blue,Jedi
clean,menacing,monopoly,76.11,red,Sith
clean,calm,monopoly,64.79,green,Jedi
clean,menacing,monopoly,66.97,red,Sith
clean,calm,clue,93.56,green,Jedi
clean,calm,monopoly,66.31,red,Sith
clean,menacing,monopoly,70.37,red,Sith
beard,calm,clue,51.29,blue,Jedi
clean,calm,chutes,61.02,red,Sith
clean,calm,monopoly,71.19,red,Sith
beard,calm,chutes,54.84,blue,Jedi
clean,menacing,clue,61.88,red,Sith
clean,calm,chutes,63.85,blue,Sith
clean,menacing,monopoly,63.4,green,Sith
clean,menacing,chutes,74.32,red,Sith
clean,calm,monopoly,65.21,blue,Sith
beard,calm,clue,43.57,green,Jedi
beard,calm,chutes,73.88,green,Jedi
clean,calm,chutes,63.12,green,Jedi
clean,menacing,clue,61.23,red,Sith
beard,calm,monopoly,46.05,green,Jedi
clean,calm,monopoly,57.7,green,Jedi
beard,calm,monopoly,72.48,blue,Jedi
clean,calm,monopoly,72.21,blue,Sith
clean,calm,clue,66.98,green,Jedi
beard,menacing,chutes,54.63,blue,Jedi
clean,menacing,clue,61.78,red,Sith
clean,calm,monopoly,68.18,red,Sith
clean,calm,monopoly,63.83,red,Sith
clean,menacing,monopoly,75.41,blue,Sith
clean,menacing,clue,67.65,red,Sith
clean,menacing,chutes,73.14,blue,Sith
clean,menacing,clue,70.86,red,Sith
beard,calm,chutes,72.76,blue,Jedi
beard,calm,monopoly,57.47,green,Jedi
beard,calm,monopoly,48.65,blue,Jedi
clean,menacing,clue,68.4,red,Sith
clean,calm,monopoly,73.1,red,Sith
clean,menacing,clue,70.36,red,Sith
clean,calm,chutes,71.41,red,Sith
clean,calm,monopoly,69.27,red,Sith
clean,calm,monopoly,68.11,green,Jedi
clean,menacing,clue,66.17,red,Sith
clean,menacing,clue,75.96,red,Sith
beard,menacing,clue,78.29,red,Sith
clean,menacing,monopoly,71.36,red,Sith
clean,menacing,chutes,77.15,red,Sith
beard,calm,clue,72.93,blue,Jedi
clean,calm,clue,68.58,red,Sith
clean,calm,chutes,66.64,red,Sith
clean,calm,chutes,69.44,red,Sith
clean,menacing,clue,66.14,blue,Sith
beard,calm,chutes,63.99,green,Jedi
clean,calm,clue,67.01,red,Sith
clean,menacing,chutes,51.76,blue,Jedi
clean,calm,clue,76.53,red,Sith
clean,menacing,monopoly,73.05,blue,Sith
clean,calm,clue,77.11,green,Jedi
clean,menacing,monopoly,67.19,red,Sith
beard,calm,clue,71.71,green,Jedi
clean,calm,monopoly,67.42,red,Sith
beard,calm,monopoly,72.18,blue,Jedi
clean,menacing,clue,70.16,red,Sith
beard,menacing,monopoly,62.71,blue,Jedi
clean,menacing,chutes,70.21,red,Sith
beard,calm,clue,73.8,green,Jedi
beard,calm,clue,66.44,green,Jedi
clean,calm,chutes,70.74,red,Sith
beard,calm,monopoly,73.14,red,Jedi
clean,calm,monopoly,66.07,red,Sith
clean,calm,chutes,66.89,red,Sith
beard,calm,monopoly,39.67,blue,Jedi
clean,calm,monopoly,74.27,red,Sith
clean,menacing,clue,60.77,red,Sith
beard,calm,monopoly,54.94,blue,Jedi
beard,calm,chutes,68.41,green,Jedi
beard,calm,monopoly,72.64,red,Sith
clean,menacing,chutes,66.13,red,Sith
clean,calm,clue,73.88,red,Sith
clean,calm,monopoly,67.82,red,Sith
clean,calm,clue,75.91,blue,Sith
clean,menacing,monopoly,66.4,red,Sith
beard,calm,clue,50.17,blue,Jedi
clean,menacing,clue,76.54,red,Sith
clean,calm,monopoly,70.12,red,Sith
clean,calm,clue,71.34,green,Sith
clean,menacing,chutes,67.79,red,Sith
beard,menacing,clue,52.81,green,Jedi
clean,menacing,chutes,62.71,blue,Sith
beard,calm,monopoly,89.93,green,Jedi
beard,menacing,monopoly,69.24,red,Sith
clean,calm,monopoly,45.89,red,Jedi
clean,calm,clue,68.97,red,Sith
clean,calm,chutes,71.86,red,Sith
beard,calm,chutes,63.93,blue,Jedi
beard,calm,clue,77.85,green,Jedi
beard,calm,monopoly,56.36,blue,Jedi
clean,calm,clue,78.99,red,Sith
clean,menacing,monopoly,66.59,red,Sith
beard,calm,monopoly,74.85,green,Jedi
clean,calm,monopoly,75.61,red,Sith
clean,menacing,clue,73.47,red,Sith
clean,menacing,clue,60.36,red,Sith
beard,menacing,monopoly,64.37,red,Sith
beard,calm,clue,64.33,green,Jedi
clean,calm,clue,66.19,red,Jedi
clean,calm,monopoly,79.89,red,Sith
beard,calm,clue,73.54,green,Jedi
beard,calm,clue,51.56,blue,Jedi
clean,menacing,monopoly,70.72,blue,Sith
clean,calm,monopoly,68.77,red,Sith
clean,calm,monopoly,62.53,red,Sith
beard,menacing,monopoly,70.1,red,Sith
clean,menacing,clue,79.0,red,Sith
clean,calm,chutes,86.6,blue,Jedi
beard,calm,monopoly,67.63,blue,Jedi
clean,menacing,monopoly,77.87,green,Sith
beard,calm,chutes,77.41,blue,Jedi
beard,calm,clue,81.43,green,Jedi
beard,menacing,monopoly,63.93,red,Sith
beard,calm,chutes,62.8,red,Jedi
clean,calm,chutes,64.71,red,Sith
clean,calm,monopoly,68.9,red,Sith
clean,calm,chutes,74.42,red,Sith
clean,menacing,clue,68.44,red,Sith
clean,calm,monopoly,64.83,red,Sith
clean,calm,monopoly,73.72,red,Sith
clean,calm,chutes,79.6,red,Sith
beard,menacing,monopoly,40.01,green,Jedi
